NREGION,NPROVINCE,NDISTRICT,NVILL_SECT,NCOMMUNE,NOM,Name of HF as it appears in the HF-level data base ,remarks,POINT_X,POINT_Y,Statut
EST,GOURMA,FADA,NATIABOANI,FADA,CSPS DE NATIABOANI,CSPS  NATIABOANI ,,0.502194444,11.70708333,51
EST,GOURMA,FADA,FADA,FADA,CSPS DE SECTEUR 9 DE FADA,CSPS SECTEUR 9 FADA,,0.372972222,12.08013889,61
EST,GOURMA,FADA,SECTEUR11,FADA,CSPS DU SECTEUR 11 FADA,CSPS SECTEUR 11 FADA,,0.372833333,12.06188889,61
EST,GOURMA,FADA,FADA,FADA,CSPS DU SECTEUR 7 FADA,CSPS SECTEUR 7 FADA,,0.351666667,12.07258333,51
EST,GOURMA,FADA,BAMOUNGOU,FADA,CSPS PUBIC DE NAMOUNGOU,CSPS  NAMOUNGOU ,,0.603888889,12.02230556,51
EST,GOURMA,FADA,SECTEUR N_10,FADA,CSPS URBAIN DE FADA,,missing?,0.357916667,12.06397222,51
EST,GOURMA,FADA,BOULGOU,MATIACOALI,CSPS DE BOULGOU,CSPS BOULGOU ,,0.827166667,12.51638889,51
EST,GOURMA,FADA,HAOU,MATIACOALI,CSPS DE HAOU,CSPS  HAOU ,,0.8955,12.67958333,51
EST,GOURMA,FADA,IGORI,MATIACOALI,CSPS DE IGORI,CSPS  IGORI ,,1.114,12.59008333,51
EST,GOURMA,FADA,NASSOUGOU,MATIACOALI,CSPS DE NASSOUGOU,CSPS  NASSOUGOU ,,1.179944444,12.07572222,51
EST,GOURMA,FADA,OUGADAN,MATIACOALI,CSPS DE OUGAROU,CSPS  OUGAROU ,,0.932,12.15911111,51
EST,GOURMA,FADA,TIASSIERI,MATIACOALI,CSPS DE TIASSIERI,CSPS DE TIASSIERI ,,0.750361111,12.25436111,51
EST,GOURMA,FADA,BONDIOGHIN,TIBGA,CSPS DE BONDIOGHIN,CSPS  BONDIOGHIN ,,0.03425,12.22272222,61
EST,GOURMA,FADA,MOODRE,TIBGA,CSPS DE MOODRE,CSPS  MOODRÉ ,,-0.009833333,12.18561111,51
EST,GOURMA,FADA,TIBGA,TIBGA,CSPS DE TIBGA,CSPS  TIBGA ,,0.059166667,12.16855556,51
EST,GOURMA,FADA,NAGOURI,YAMBA,CSPS DE NAGOURI,CSPS NAYOURI ,,0.250527778,12.26319444,51
EST,KOMANDIARI,GAYERI,MALDIABARI,GAYERI,CSPS DE MALDIABARI,CSPS  MALDIABARI ,,0.434222222,12.84561111,51
EST,KOMANDJARI,GAYERI,BARTIEBOUGOU,BARTIEBOUGOU,CSPS DE BARTIEBOUGOU,CSPS  BARTIÉBOUGOU ,,0.791388889,12.87677778,51
EST,KOMANDJARI,GAYERI,TANKWAROU,FOUTOURI,CSPS DE TANKWAROU,CSPS TANKOALOU,,0.958027778,12.99480556,51
EST,KOMANDJARI,GAYERI,SECTEUR  2,GAYERI,CSPS URBAIN DE GAYERI,CSPS  GAYÉRI ,,0.495138889,12.65344444,51
EST,KOMONDJARI,GAYERI,GAYERI SECTEUR 2,GAYERI,CMA DE GAYIRI,CMA GAYÉRI,,0.495138889,12.65344444,3
EST,KOMONDJARI,GAYERI,BASSIERI,GAYERI,CSPS DE BASSIERI,CSPS BASSIÉRI,,0.3435,12.87325,51
EST,KOMONDJARI,GAYERI,GAMBOUDENI,GAYERI,CSPS DE GAMBOUDENI,CSPS  GAMBOUDÉNI ,,0.593083333,12.91566667,51
EST,KOMONDJARI,GAYERI,KOURGOU,GAYERI,CSPS DE KOURGOU,CSPS  KOURGOU ,,0.7163,12.37283333,51
EST,KOMONDJARY,GAYERI,HAABA,BARTIEBOUGOU,CSPS DE HAABA,CSPS  HAABA ,,0.745138889,12.93036111,51
EST,KOMPIENGA,PAMA,DIABIGA,KOMPIENGA,CSPS DE DIABIGA,CSPS DIABIGA,,0.56175,11.13541667,51
EST,KOMPIENGA,PAMA,KOMPIENGA,KOMPIENGA,CSPS DE KOMPIENGA,CM  KOMPIENGA ,,0.719361111,11.08005556,51
EST,KOMPIENGA,PAMA,POGNOA-SANKOADO,KOMPIENGA,CSPS DE POGNOA-SANKOADO,CSPS POGNOA-SANKOADO,,0.580277778,11.02622222,51
EST,KOMPIENGA,PAMA,MADJOARI,MADJOARI,CSPS DE MADJOARI,CSPS  MADJOARI ,,1.243444444,11.4795,51
EST,KOMPIENGA,PAMA,TAMBARGA,MADJOARI,CSPS DE TAMBARGA,CSPS TAMBARGA,,1.216,11.44527778,51
EST,KOMPIENGA,PAMA,PAMA,PAMA,CMA DE PAMA,CMA  PAMA ,,0.703472222,11.24280556,3
EST,KOMPIENGA,PAMA,KOMPIENGA,PAMA,CSPS DE KOMPIENGA,CM  KOMPIENGA ,,0.719361111,11.08005556,51
EST,KOMPIENGA,PAMA,KOUALOU,PAMA,CSPS DE KOUALOU,CSPS  KOURGOU ,,0.941472222,11.02238889,51
EST,KOMPIENGA,PAMA,TINDANGOU NADIAGOU,PAMA,CSPS DE TINDANGOU NADIAGOU,CSPS DE TINDANGOU-NADIAGOU ,,0.834888889,11.17525,51
EST,N'GOURMA,FADA,TANWALBOUGOU,FADA,CSPS DE TANWALBOUGOU,CSPS  TANWALBOUGOU ,,0.779111111,12.358,51
EST,N'GOURMA,FADA,MATIACOALI,MATIACOALI,CSPS DE MATIACOALI,CM  MATIACOALI ,,1.02775,12.358,41
EST,TAPOA,DIAPAGA,DIAGOARGOU,BOTOU,CSPS DE DJAGOAGOU,CSPS  DIAGOARGOU ,,1.940722222,12.48594444,51
EST,TAPOA,DIAPAGA,KOGOLI DE BOTOU,BOTOU,CSPS DE KOGOLI DE BOTOU,CSPS  KOGOLI DE BOTOU ,,2.174361111,12.50625,51
EST,TAPOA,DIAPAGA,TAPOA-DJERMA,BOTOU,CSPS DE TAPOA-DJERMA,CSPS TAPOA  DJERMA ,,1.935777778,12.28111111,51
EST,TAPOA,DIAPAGA,SECTEUR 06,DIAPAGA,CMA DE DIAPAGA,CMA  DIAPAGA ,,1.796,12.07038889,3
EST,TAPOA,DIAPAGA,BOUDIERI,DIAPAGA,CSPS DE BOUDIERI,CSPS BOUDIERI,,1.653694444,12.30988889,51
EST,TAPOA,DIAPAGA,TAPOA BARRAGE,DIAPAGA,CSPS DE TAPOA BARRAGE,,missing?,1.767027778,12.12183333,51
EST,TAPOA,DIAPAGA,DIAPAGA,DIAPAGA,CSPS URBAIN DIAPAGA,CSPS URBAIN DIAPAGA,,1.786666667,12.07486111,51
EST,TAPOA,DIAPAGA,SAMBALGOU,KANCHIARI,CSPS DE SAMBALGOU,CSPS SAMBALGOU,,1.711583333,12.54680556,51
EST,TAPOA,DIAPAGA,KANTCHARI,KANTCHARI,CSPS DE KANTCHARI,CM  KANTCHARI ,,1.512055556,12.47525,41
EST,TAPOA,DIAPAGA,SAMPIERI,KANTCHARI,CSPS DE SAMPIERI,CSPS SAMPIERI,,1.343361111,12.44483333,51
EST,TAPOA,DIAPAGA,LOGOBOU,LOGOBOU,CSPS DE LOGOBOU,CSPS LOGOBOU,,1.665972222,11.62580556,51
EST,TAPOA,DIAPAGA,MORIDENI,LOGOBOU,CSPS DE MORIDENI,,missing?,1.702472222,11.65752778,51
EST,TAPOA,DIAPAGA,MOUABOU,LOGOBOU,CSPS DE MOUABOU,,missing?,1.824833333,11.61008333,51
EST,TAPOA,DIAPAGA,NAGARE,LOGOBOU,CSPS DE NAGARE,CSPS  NAGARE ,,1.591388889,11.60597222,51
EST,TAPOA,DIAPAGA,MAHADAGA,LOGOBOU,CSPS PUBLIC DE MAHADAGA,CSPS MAHADAGA,,1.771555556,11.71997222,51
EST,TAPOA,DIAPAGA,NAMOUNOU,NAMOUNOU,CSPS DE NAMOUNOU,CSPS NAMOUNOU,,1.695111111,11.85575,51
EST,TAPOA,DIAPAGA,DAHANGOU,PARTIAGA,CSPS DE DAHANGOU,CSPS DAHANGOU,,1.59875,12.07852778,51
EST,TAPOA,DIAPAGA,KALBOULI,PARTIAGA,CSPS DE KALBOULI,CSPS  KALBOULI ,,1.495916667,11.93291667,51
EST,TAPOA,DIAPAGA,PARTIAGA,PARTIAGA,CSPS DE PARTIAGA,CSPS PARTIAGA,,1.625916667,11.92438889,51
EST,TAPOA,DIAPAGA,TATIANGOU,PARTIAGA,CSPS DE TATIANGOU,CSPS  TATIANGOU ,,1.38925,11.93691667,51
EST,TAPOA,DIAPAGA,KOGOLI,TAMBAGA,CSPS DE KOGOLI,CSPS KOGOLI ,,1.777944444,11.87294444,51
EST,TAPOA,DIAPAGA,TAMBAGA,TAMBAGA,CSPS DE TAMBAGA,CSPS TAMBAGA,,1.738777778,11.79194444,51
EST,TAPOA,DIAPAGA,YIRINI,TAMBAGA,CSPS DE YIRINI,CSPS YIRINI,,1.611472222,11.71791667,51
EST,TAPOA,DIAPAGA,KAABOUGOU,TANSARGA,CSPS DE KAABOUGOU,CSPS  KAABOUGOU ,,1.990083333,11.95736111,51
EST,TAPOA,DIAPAGA,KATCHARI,TANSARGA,CSPS DE KOTCHARI,CSPS KOTCHARI,,1.9145,11.83730556,51
EST,TAPOA,DIAPAGA,TANSARGA,TANSARGA,CSPS DE TANSARGA,CSPS TANSARGA,,1.865222222,11.884,51
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR 6,BOBO,CSPS BOLOMAKOTE,CSPS BOLOMAKOTE,,-4.290333333,11.16088889,61
HAUTS-BASSINS,HOUET,DAFRA,KOUENTOU,BOBO,CSPS DE KOUENTOU,CSPS KOUENTOU,,-4.124111111,11.32527778,51
HAUTS-BASSINS,HOUET,DAFRA,LEGUEMA,BOBO,CSPS DE LEGUEMA,CSPS LEGUEMA,,-4.176722222,11.23847222,51
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR 15,BOBO,CSPS DE OUEZINVILLE,CSPS OUEZZIN VILE,,-4.269694444,11.18547222,51
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR 3,BOBO,CSPS DE TOUNOUMA,CSPS TOUNOUMA,,-4.285861111,11.18177778,61
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR,BOBO,CSPS GUIMBI,CSPS GUIMBI,,-4.280861111,11.17313889,51
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR 17,BOBO,CSPS SARFALAO,CSPS SARFALAO,,-4.269638889,11.16002778,51
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR 24,BOBO,CSPS SECTEUR 24,CAES SECTEUR 24,,-4.248916667,11.17358333,61
HAUTS-BASSINS,HOUET,DAFRA,SECTEUR 15,DAFRA,CMA DE DAFRA,CMA DAFRA,,-4.253277778,11.19788889,3
HAUTS-BASSINS,HOUET,DAFRA,BARE,DAFRA,CSPS DE BARE,CSPS BARE,,-4.10925,11.08744444,51
HAUTS-BASSINS,HOUET,DAFRA,KOTEDOUGOU,DAFRA,CSPS DE KOTEDOUGOU,CSPS KOTEDOUGOU,,-4.130416667,11.20011111,51
HAUTS-BASSINS,HOUET,DAFRA,SANTIDOUGOU,DAFRA,CSPS DE SANTIDOUGOU,CSPS SANTIDOUGOU,,-4.217805556,11.28655556,51
HAUTS-BASSINS,HOUET,DAFRA,SOGOSSAGASSO,DAFRA,CSPS DE SOGOSSAGASSO,CSPS SOGOSSAGASSO,,-4.036444444,11.19038889,51
HAUTS-BASSINS,HOUET,DAFRA,PANAMASSO,DO,CSPS DE PANAMASSO,CSPS PANAMASSO,,-4.201527778,11.38447222,51
HAUTS-BASSINS,HOUET,DAFRA,MOUKOUMA,DO,CSPS MOUKOUMA,CSPS MOKOUMA,,-4.225972222,11.50205556,51
HAUTS-BASSINS,HOUET,DANDE,SECTEUR 1,BAMA,CSPS DE BAMA,CM BAMA,,-4.392777778,11.37161111,4
HAUTS-BASSINS,HOUET,DANDE,DESSO,BAMA,CSPS DE DESSO,CSPS DE DESSO ,,-4.289222222,11.33947222,51
HAUTS-BASSINS,HOUET,DANDE,DIARADOUGOU,BAMA,CSPS DE DIARRADOUGOU,CSPS DIARRADOUGOU,,-4.4305,11.29605556,51
HAUTS-BASSINS,HOUET,DANDE,SECTEUR 4,BAMA,CSPS DE LA VALLEE DU KOU,CSPS VALLÉE DU  KOU,,-4.392777778,11.37161111,51
HAUTS-BASSINS,HOUET,DANDE,SANGOULEMA,BAMA,CSPS DE SANGOULEMA,CSPS SANGOULEMA,,-4.496944444,11.39158333,51
HAUTS-BASSINS,HOUET,DANDE,SEGUERE,BAMA,CSPS DE SEGUERE,CSPS SEGUERE,,-4.396361111,11.52547222,51
HAUTS-BASSINS,HOUET,DANDE,SOUNGALODAGA,BAMA,CSPS DE SOUNGALODAGA,CSPS SOUNGALODAGA,,-4.561194444,11.32294444,51
HAUTS-BASSINS,HOUET,DANDE,DANDE,DANDE,CMA DE DANDE,CMA DANDE,,-4.544888889,11.56969444,3
HAUTS-BASSINS,HOUET,DANDE,SECTEUR 1,DANDE,CSPS DE DANDE,CMA DANDE,,-4.558027778,11.57655556,51
HAUTS-BASSINS,HOUET,DANDE,SAMANDENI,DOULE,CSPS DE SAMANDENI,CSPS SAMANDENI,,-4.475333333,11.47297222,51
HAUTS-BASSINS,HOUET,DANDE,SECTEUR 3,FARAMANA,CSPS DE FARAMANA,CSPS FARAMANA,,-4.668972222,12.04444444,51
HAUTS-BASSINS,HOUET,DANDE,SIANKORO,FARAMANA,CSPS DE SIANKORO,CSPS SIANKORO,,-4.557055556,12.01358333,51
HAUTS-BASSINS,HOUET,DANDE,BOUBOURA,FO,CSPS DE BOUBOURA,CSPS DE BOUBOURA ,,-4.439972222,11.96886111,51
HAUTS-BASSINS,HOUET,DANDE,FO,FO,CSPS DE FO,CSPS FO,,-4.518027778,11.87713889,51
HAUTS-BASSINS,HOUET,DANDE,KOKOROBA,FO,CSPS DE KOKOROBA,CSPS KOKOROBA,,-4.482833333,11.82508333,51
HAUTS-BASSINS,HOUET,DANDE,KIEBANI,FO,CSPS DEKIEBANI,CSPS KIEBANI,,-4.455,11.90177778,51
HAUTS-BASSINS,HOUET,DANDE,KORODENI,KOUNDOUGOU,CSPS DE KOREDENI,CSPS KOREDENI,,-4.644388889,11.73738889,51
HAUTS-BASSINS,HOUET,DANDE,KOUNDOUGOU,KOUNDOUGOU,CSPS DE KOUNDOUGOU,CSPS KOUNDOUGOU,,-4.514444444,11.72552778,51
HAUTS-BASSINS,HOUET,DANDE,SOURKUDOUGOU,KOUNDOUGOU,CSPS DE SOURKOUDOUGOU,CSPS SOURKOUDOUGOU,,-4.33925,11.33075,51
HAUTS-BASSINS,HOUET,DANDE,MANGOROTOU,KOUNDOUNGOU,CSPS DE MANGOROTOU,CSPS MANGOROTOU,,-4.547888889,11.66266667,51
HAUTS-BASSINS,HOUET,DANDE,BANWALI,PADEMA,CSPS DE BANWALI,CSPS KIEBANI,,-4.194166667,11.76241667,51
HAUTS-BASSINS,HOUET,DANDE,KIMINI,PADEMA,CSPS DE KIMINI,CSPS KIMINI,,-4.218555556,11.88322222,51
HAUTS-BASSINS,HOUET,DANDE,LAHIRASSO,PADEMA,CSPS DE LAHIRASSO,CSPS LAHIRASSO,,-4.070138889,11.85102778,51
HAUTS-BASSINS,HOUET,DANDE,PADEMA,PADEMA,CSPS DE PADEMA,CSPS PADEMA,,-4.262333333,11.64533333,51
HAUTS-BASSINS,HOUET,DANDE,ZONGOMA,PADEMA,CSPS DE ZONGOMA,CSPS ZANGOMA,,-4.323083333,11.56916667,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,KIRI,ARRONDISSEMENT DE DO,CSPS DE KIRI,CSPS KIRI,,-4.274138889,11.23972222,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,NASSO,ARRONDISSEMENT DE DO,CSPS DE NASSO,CSPS NASSO,,-4.433944444,11.21769444,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,21,ARRONDISSEMENT DE KONSA,CSPS DE COLSAMA,CSPS COLSAMA,,-4.318805556,11.17852778,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,SECTEUR 22,BOBO,CMA DE DO,CMA DO,,-4.319027778,11.20111111,3
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,ACCART VILLE SECT 10,BOBO,CSPS D'ACARVILLE,CSPS ACCART VILLE,,-4.311,11.18825,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,11,BOBO,CSPS DE COLMA,CSPS COLMA 1,CSPS COLMA 2,-4.297083333,11.21497222,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,SECT 1,BOBO,CSPS DE HAMDALAYE,CABINET DE SOINS INFIRMIERS HAMDALAYE,,-4.295166667,11.1835,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,KOUAKOUALE,BOBO,CSPS DE KOUAKOUALE,CSPS KOUAKOUALÉ,,-4.253583333,11.06075,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,13,DO,CSPS DE DOGONA,CSPS DOGONA,,-4.276805556,11.19725,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,SECT 02 DE BOBO,DO,CSPS DE FARAKAN,CSPS FARAKAN,,-4.294361111,11.18891667,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,SECT 20 BOBO DIOULASSO,DO,CSPS DE LAFIABOUGOU,CSPS LAFIABOUGOU,,-4.323972222,11.15188889,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,LOGOFOURSO,DO,CSPS DE LOGOFOURSO,CSPS LOGOFOUROUSSO,,-4.378694444,11.12258333,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,SECT 8,DO,CSPS DE SIKASSO CIRA,CSPS SIKASSO SIRA,,-4.300805556,11.17097222,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,KARANGASSO SAMBLA,KARANGASSO SAMBLA,CSPS DE KARANGASSO SAMBLA,CSPS DE K.SAMBLA ,,-4.644888889,11.22555556,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,TIARA,KARANGASSO SAMBLA,CSPS DE TIARA,CSPS TIARA,,-4.590527778,11.09816667,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,BOUENDE,KARANGASSO-SAMBLA,CSPS DE BOUENDE,CSPS BOUENDE,,-4.615333333,11.18,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,KOUMI,KONSA,CSPS DE KOUMI,CSPS KOUMI,,-4.436861111,11.13333333,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,GNAFONGON,PENI,CSPS DE GNAFONGO,CSPS GNAFONGON,,-4.37575,10.88869444,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,PENI,PENI,CSPS DE PENI,CSPS PENI,,-4.469416667,10.94933333,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,TAPOKO,TOUSSIANA,CSPS DE TAPOKO,CSPS TAPOKO,,-4.707722222,10.92902778,51
HAUTS-BASSINS,HOUET,DISTRICT SANITAIRE DE DO,TOUSSIANA,TOUSSIANA,CSPS DE TOUSSIANA,CSPS TOUSSIANA,,-4.626694444,10.82436111,4
HAUTS-BASSINS,HOUET,HOUNDE,BASSE,BEKUY,CSPS DE BASSE,CSPS BASSE,,-3.893055556,11.63616667,51
HAUTS-BASSINS,HOUET,HOUNDE,BEKUY,BEKUY,CSPS DE BEKUY,CSPS BEKUY,,-4.002,11.79636111,51
HAUTS-BASSINS,HOUET,HOUNDE,SARA,BEKUY,CSPS DE SARA,CSPS SARA,,-3.838472222,11.72066667,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,DAN,KARANGASSO VIGUE,CSPS DE DAN,CSPS DAN,,-3.775555556,10.93122222,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,DEGUELIN,KARANGASSO VIGUE,CSPS DE DEGUELIN,CSPS DEGUELIN,,-3.937,11.09077778,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,DIOSSO,KARANGASSO VIGUE,CSPS DE DIOSSO,CSPS DIOSSO,,-3.894722222,10.77763889,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,POYA,KARANGASSO VIGUE,CSPS DE POYA,CSPS POYA,,-3.794555556,11.07311111,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,SOUMOUSSO,KARANGASSO VIGUE,CSPS DE SOUMOUSSO,CSPS SOUMOUSSO,,-4.044694444,11.01122222,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,KARANGASSO VIGUE,KARANGASSO VIGUE,CSPS DE VIGUE,CSPS KARANGASSO VIGUE,,-3.936083333,10.88027778,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,WARA,KARANGASSO VIGUE,CSPS DE WARA,CSPS WARA,,-4.054944444,10.91791667,51
HAUTS-BASSINS,HOUET,KARANGASSO VIGUE,YEGUERE,KARANGASSO VIGUE,CSPS DE YEGUERE,CSPS YEGUERE,,-4.097666667,10.97013889,51
HAUTS-BASSINS,HOUET,LENA,BAH,LENA,CSPS DE BAH,CSPS BAH,,-3.986361111,11.27627778,51
HAUTS-BASSINS,HOUET,LENA,KOFILA,LENA,CSPS DE KOFILA,CSPS KOFILA,,-3.913944444,11.33397222,51
HAUTS-BASSINS,HOUET,LENA,KOUEKOUESSO,LENA,CSPS DE KOUEKOUESSO,CSPS KWEKWESSO,,-4.043638889,11.23419444,51
HAUTS-BASSINS,HOUET,LENA,SECTEUR 1 LENA,LENA,CSPS DE LENA,CSPS LENA,,-3.890166667,11.30469444,51
HAUTS-BASSINS,HOUET,LENA,TIAKARO,SAFERE,CSPS DE TIARAKO,CSPS TIARAKO,,-4.130722222,11.47794444,51
HAUTS-BASSINS,HOUET,LENA,BALLA,SATIRI,CSPS DE BALLA,CSPS BALA,,-4.081861111,11.49575,51
HAUTS-BASSINS,HOUET,LENA,BOSSORA,SATIRI,CSPS DE BOSSORA,CSPS BOSSORA,,-4.091111111,11.70930556,51
HAUTS-BASSINS,HOUET,LENA,DOROSSIAMASSO,SATIRI,CSPS DE DOROSSIAMASSO,CSPS DOROSSIAMASSO,,-3.982388889,11.39183333,51
HAUTS-BASSINS,HOUET,LENA,FINA,SATIRI,CSPS DE FINA,CSPS DE FINA ,,-4.039972222,11.56369444,51
HAUTS-BASSINS,HOUET,LENA,SATIRI,SATIRI,CSPS DE SATIRI,CSPS SATIRI,,-4.036277778,11.44188889,51
HAUTS-BASSINS,HOUET,LENA,SISSA,SATIRI,CSPS DE SISSA,CSPS SISSA,,-3.985722222,11.62738889,51
HAUTS-BASSINS,HOUET,LENA,WEROU,SATIRI,CSPS DE WEROU,CSPS WEROU,,-4.004972222,11.73791667,51
HAUTS-BASSINS,KENEDOUGOU,DANDE,TOUKORO,BAMA,CSPS DE TOUKORO,CSPS TOUKORO,,-4.249666667,11.42022222,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,BANZON,BANZON,CSPS DE BANZON,CSPS BANZON,,-4.799111111,11.31630556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,DJIGOUERA,DJIGOUERA,CSPS DE DJIGOUERA,CSPS DJIGOUERA,,-4.913833333,11.17230556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SEREKENI,DJIGOUERA,CSPS DE SEREKENI,CSPS SEREKENI,,-5.014277778,11.14252778,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,GUENA,GUENA,CSPS DE GUENA,CSPS GUENA,,-4.728777778,11.07352778,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KANGALA,KANGALA,CSPS DE KANGALA,CSPS KANGALA,,-5.234361111,10.96441667,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KOTOURA,KANGALA,CSPS DE KOTOURA,CSPS KOTOURA,,-5.271222222,10.97119444,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,OUOLONKOTO,KANGALA,CSPS DE OUOLONKOTO,CSPS OUOLONKOTO,,-5.15225,11.09705556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SAYAGA,KANGALA,CSPS DE SAYAGA,CSPS SAYAGA,,-5.320722222,10.98236111,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SOKOURABA,KANGALA,CSPS DE SOKOURABA,CSPS SOKOURABA,,-5.168,10.84391667,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KAYAN,KAYAN,CSPS DE KAYAN,CSPS KAYAN,,-4.735111111,11.83011111,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,TIGAN,KAYAN,CSPS DE TIGAN,CSPS TIGAN,,-4.673722222,11.88677778,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,DIONKELE,KAYAN,DIONKELE,CSPS DIONKELE,,-4.715805556,11.78175,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KOLOKO,KOLOKO,CSPS DE KOLOKO,CSPS KOLOGO,,-5.311638889,11.08038889,4
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SIFARASSO,KOLOKO,CSPS DE SIFARASSO,CSPS SIFARASSO,,-5.447555556,11.05863889,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SOKORONI,KOLOKO,CSPS DE SOKORONI,CSPS SOKORONI,,-5.378833333,11.04697222,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,ZITONOSSO,KOLOKO,CSPS DE ZITONOSSO,CSPS ZITONOSSO,,-5.229777778,11.2765,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,BANFLAGOUE,KOURINION,CSPS DE BANFLAGOUE,CSPS BANFLAGOUE,,-4.736472222,11.12844444,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KOURINION,KOURINION,CSPS DE KOURINION,CSPS KOURINIONS,,-4.793694444,10.99030556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SIDI,KOURINION,CSPS DE SIDI,CSPS SIDI,,-4.764888889,11.08125,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,FARA,KOUROUMA,CSPS DE FARA,CSPS FARA,,-4.676305556,11.60988889,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KOKORO,KOUROUMA,CSPS DE KOKORO,CSPS KOKORO,,-4.726527778,11.49863889,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KOUROUMA,KOUROUMA,CSPS DE KOUROUMA,CSPS KOUROUMA,,-4.796083333,11.61747222,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,BANGASSO,NDOROLA,CSPS DE BANGASSO,CSPS BANGASSO,,-4.829694444,11.95480556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,FAMBELA,NDOROLA,CSPS DE FAMBERLA,CSPS FAMBERLA,,-4.932055556,11.83625,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,DOMBERLA,N'DOROLA,CSPS DE DOMBERLA MOROLABA,CSPS MORLABA,,-5.017222222,11.89980556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,FADONA,N'DOROLA,CSPS DE FADONA,CSPS FADOMA,,-4.909083333,11.68805556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SECTEUR 3,N'DOROLA,CSPS DE N'DOROLA,CM NDOROLA (SECT. 1),,-4.815444444,11.75686111,4
HAUTS-BASSINS,KENEDOUGOU,ORODARA,N'GORGUERLA,N'DOROLA,CSPS DE N'GORGUERLA,CSPS N'GORGUERLA,,-5.120777778,11.93336111,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,NIAMBERLA,N'DOROLA,CSPS DE NIAMBERLA,CSPS NIAMBERLA,,-5.106361111,11.86702778,51
